pvalue_p_participated,sig_p_participated,pvalue_p_participated_2023,sig_p_participated_2023,pvalue_p_duration,sig_p_duration,pvalue_p_hourstrained,sig_p_hourstrained,pvalue_p_cost,sig_p_cost,pvalue_p_eligibility,sig_p_eligibility,pvalue_p_part_exp,sig_p_part_exp,pvalue_p_fund_gov,sig_p_fund_gov,pvalue_p_fund_org,sig_p_fund_org,pvalue_p_mandavolunt,sig_p_mandavolunt,pvalue_p_ongoing,sig_p_ongoing,pvalue_p_otjactivities,sig_p_otjactivities,pvalue_p_targetemp_c,sig_p_targetemp_c,pvalue_p_targetemp_emp,sig_p_targetemp_emp
0,***,0,***,.0010451874,***,9.7834648e-24,***,9.0668016e-16,***,1.2801153e-37,***,0,***,1.6266732e-18,***,0,***,.000035335652,***,0,***,.54348701,,9.9766931e-24,***,7.5618258e-16,***
